id,order_time,total_amount,cashier
12066,2025-07-21 17:15:11,31.14,5
12067,2025-07-21 07:37:40,5.19,5
12068,2025-07-21 16:29:01,19.56,2
12069,2025-07-21 12:00:19,10.48,2
12070,2025-07-21 09:58:39,10.38,2
12071,2025-07-21 14:06:42,14.67,5
12072,2025-07-21 10:43:21,35.83,5
12073,2025-07-21 17:59:08,20.16,3
12074,2025-07-21 14:41:14,5.29,3
12075,2025-07-21 13:21:16,15.87,3
12076,2025-07-21 13:28:08,34.73,3
12077,2025-07-22 12:59:06,5.29,3
12078,2025-07-22 14:06:11,25.05,3
12079,2025-07-22 13:06:21,14.67,5
12080,2025-07-22 12:13:51,5.29,5
12081,2025-07-22 17:08:38,14.87,3
12082,2025-07-22 10:45:03,34.53,2
12083,2025-07-22 21:22:03,4.99,5
12084,2025-07-22 09:56:16,36.13,2
12085,2025-07-22 16:36:03,49.60,3
12086,2025-07-22 10:39:54,20.26,5
12087,2025-07-22 15:39:41,15.47,3
12088,2025-07-22 14:57:18,9.58,3
12089,2025-07-22 14:13:45,15.87,5
12090,2025-07-22 08:08:38,50.80,5
12091,2025-07-22 19:14:28,9.98,2
12092,2025-07-22 17:07:09,44.81,3
12093,2025-07-22 13:15:36,36.13,5
12094,2025-07-22 18:20:29,9.98,5
12095,2025-07-22 19:18:51,30.34,2
12096,2025-07-22 09:47:05,14.67,3
12097,2025-07-22 20:11:11,30.54,2
12098,2025-07-22 18:45:25,34.83,5
12099,2025-07-22 17:20:38,30.34,2
12100,2025-07-22 07:45:17,44.91,3
12101,2025-07-22 11:16:56,14.97,2
12102,2025-07-22 13:18:16,15.67,2
12103,2025-07-22 18:47:49,40.72,5
12104,2025-07-22 18:26:37,60.28,2
12105,2025-07-22 12:10:44,15.27,5
12106,2025-07-22 02:03:29,24.45,5
12107,2025-07-22 10:58:56,16.47,3
12108,2025-07-22 13:32:15,42.02,3
12109,2025-07-22 10:32:03,10.98,5
12110,2025-07-22 14:56:58,45.41,3
12111,2025-07-22 19:20:42,61.68,3
12112,2025-07-22 09:38:58,61.48,2
12113,2025-07-22 11:48:23,46.81,2
12114,2025-07-22 07:02:37,9.98,2
12115,2025-07-22 19:42:27,10.18,2
12116,2025-07-22 16:08:21,34.43,5
12117,2025-07-22 17:27:41,10.48,3
12118,2025-07-22 20:56:21,19.96,3
12119,2025-07-22 13:35:26,50.40,2
12120,2025-07-22 14:35:42,35.83,3
12121,2025-07-22 21:41:01,40.32,2
12122,2025-07-22 12:51:26,14.67,5
12123,2025-07-22 11:11:45,50.40,3
12124,2025-07-22 18:22:41,46.11,5
12125,2025-07-22 13:55:33,36.53,3
12126,2025-07-22 20:49:04,30.64,3
12127,2025-07-22 12:26:47,40.92,2
12128,2025-07-22 12:29:20,24.85,3
12129,2025-07-22 11:48:04,45.51,5
12130,2025-07-22 13:50:46,10.98,3
12131,2025-07-22 13:43:24,39.42,3
12132,2025-07-22 17:36:23,30.84,5
12133,2025-07-22 13:50:26,14.37,2
12134,2025-07-22 07:59:40,45.11,2
12135,2025-07-22 17:28:47,15.27,3
12136,2025-07-22 10:36:53,15.87,3
12137,2025-07-22 17:33:16,39.42,5
12138,2025-07-22 10:00:36,4.89,2
12139,2025-07-22 11:56:08,19.56,3
12140,2025-07-22 09:16:21,9.98,3
12141,2025-07-22 14:37:40,35.63,3
12142,2025-07-22 19:12:29,19.66,5
12143,2025-07-22 10:31:25,46.11,3
12144,2025-07-22 07:04:18,9.78,2
12145,2025-07-22 20:19:13,10.58,2
12146,2025-07-22 11:54:30,16.07,2
12147,2025-07-22 15:14:50,10.58,3
12148,2025-07-22 10:37:35,44.11,2
12149,2025-07-22 09:39:49,14.97,2
12150,2025-07-22 13:48:09,24.85,3
12151,2025-07-22 19:42:12,45.51,5
12152,2025-07-22 10:38:40,10.08,3
12153,2025-07-22 06:45:43,4.89,5
12154,2025-07-22 20:19:36,20.06,3
12155,2025-07-22 19:35:16,44.91,2
12156,2025-07-22 14:27:43,19.56,5
12157,2025-07-22 17:51:21,30.54,2
12158,2025-07-22 16:58:34,4.99,3
12159,2025-07-22 15:13:42,45.31,5
12160,2025-07-22 12:31:25,40.02,3
12161,2025-07-22 17:01:03,45.51,3
12162,2025-07-22 14:19:19,20.36,3
12163,2025-07-22 13:25:24,51.20,5
12164,2025-07-22 12:35:14,51.10,3
12165,2025-07-22 20:52:00,26.35,5
12166,2025-07-22 21:40:19,40.82,2
12167,2025-07-22 15:32:10,19.96,5
12168,2025-07-22 17:57:46,14.67,2
12169,2025-07-22 15:21:37,10.58,2
12170,2025-07-22 12:40:27,26.45,2
12171,2025-07-22 15:50:11,42.32,3
12172,2025-07-22 13:48:54,35.13,2
12173,2025-07-22 11:58:49,30.54,2
12174,2025-07-22 12:47:52,50.50,2
12175,2025-07-22 14:40:19,30.24,5
12176,2025-07-22 18:26:58,10.58,5
12177,2025-07-22 18:38:45,55.69,2
12178,2025-07-22 14:03:46,29.54,5
12179,2025-07-22 12:11:12,31.34,5
12180,2025-07-22 17:16:40,25.55,3
12181,2025-07-22 19:27:26,45.21,3
12182,2025-07-22 09:22:06,19.36,3
12183,2025-07-22 16:47:24,29.94,2
12184,2025-07-22 15:24:55,30.94,5
12185,2025-07-22 13:32:52,31.74,5
12186,2025-07-22 13:47:47,62.18,5
12187,2025-07-22 17:30:39,39.52,2
12188,2025-07-22 12:16:38,30.74,3
12189,2025-07-22 19:48:15,20.76,5
12190,2025-07-22 20:48:41,30.24,5
12191,2025-07-22 19:23:05,10.58,5
12192,2025-07-22 20:39:45,50.50,3
12193,2025-07-22 13:05:14,14.37,5
12194,2025-07-22 12:03:54,50.70,5
12195,2025-07-22 21:14:44,20.46,5
12196,2025-07-22 12:06:34,14.97,2
12197,2025-07-22 15:07:25,15.27,5
12198,2025-07-22 17:17:30,35.03,3
12199,2025-07-22 15:51:08,56.59,5
12200,2025-07-22 18:58:13,19.76,3
12201,2025-07-22 21:38:50,62.28,2
12202,2025-07-22 16:39:35,36.13,2
12203,2025-07-22 09:43:56,64.97,2
12204,2025-07-22 10:51:01,50.20,2
12205,2025-07-22 13:06:32,20.56,3
12206,2025-07-22 11:00:40,32.14,2
12207,2025-07-22 12:06:23,14.67,2
12208,2025-07-22 11:59:12,40.32,2
12209,2025-07-22 18:25:40,9.78,5
12210,2025-07-22 11:04:18,44.81,2
12211,2025-07-22 16:11:05,55.19,2
12212,2025-07-22 14:11:15,24.55,2
12213,2025-07-22 15:58:27,15.67,3
12214,2025-07-22 11:53:07,63.48,2
12215,2025-07-22 16:38:01,38.82,2
12216,2025-07-22 09:49:29,25.65,3
12217,2025-07-22 16:25:57,15.27,5
12218,2025-07-22 17:00:00,30.24,5
12219,2025-07-22 01:06:41,50.80,5
12220,2025-07-22 16:48:47,26.85,2
12221,2025-07-22 20:24:55,41.72,3
12222,2025-07-22 19:56:13,15.27,2
12223,2025-07-22 20:54:19,60.78,5
12224,2025-07-22 12:13:50,9.98,5
12225,2025-07-22 19:30:07,10.38,3
12226,2025-07-22 19:20:18,14.37,5
12227,2025-07-22 14:27:39,14.67,2
12228,2025-07-22 09:40:03,57.49,5
12229,2025-07-22 17:28:00,46.21,2
12230,2025-07-22 14:34:11,55.89,2
12231,2025-07-22 19:03:02,14.37,5
12232,2025-07-22 12:46:46,55.49,5
12233,2025-07-22 02:55:34,54.69,5
12234,2025-07-22 11:40:45,15.87,5
12235,2025-07-22 16:11:53,44.41,2
12236,2025-07-22 10:24:42,34.63,5
12237,2025-07-22 03:23:55,41.92,5
12238,2025-07-22 19:13:11,44.31,3
12239,2025-07-22 17:34:14,40.42,2
12240,2025-07-22 17:48:22,24.85,2
12241,2025-07-22 17:24:10,56.89,3
12242,2025-07-22 10:55:02,5.29,2
12243,2025-07-22 09:07:06,25.55,3
12244,2025-07-22 14:22:46,19.66,3
12245,2025-07-22 10:57:47,44.61,2
12246,2025-07-22 10:24:31,15.37,5
12247,2025-07-22 06:47:48,39.92,2
12248,2025-07-23 18:59:29,10.98,5
12249,2025-07-23 15:47:08,14.37,5
12250,2025-07-23 01:20:06,30.34,3
12251,2025-07-23 11:25:55,20.16,3
12252,2025-07-23 18:27:28,31.24,2
12253,2025-07-23 18:10:10,5.29,2
12254,2025-07-23 16:19:05,9.98,3
12255,2025-07-23 17:59:21,15.57,2
12256,2025-07-23 16:01:18,4.99,5
12257,2025-07-23 03:50:12,15.27,2
12258,2025-07-23 16:17:49,41.22,2
12259,2025-07-23 08:21:01,34.73,3
12260,2025-07-23 12:20:00,25.55,5
12261,2025-07-23 12:20:10,46.11,5
12262,2025-07-23 12:59:31,16.47,3
12263,2025-07-23 08:50:31,15.87,5
12264,2025-07-23 12:28:39,54.99,3
12265,2025-07-23 07:00:35,66.87,5
12266,2025-07-23 17:01:41,55.19,3
12267,2025-07-23 13:42:18,14.97,2
12268,2025-07-23 13:32:14,45.11,3
12269,2025-07-23 12:57:00,24.45,2
12270,2025-07-23 14:10:28,45.31,2
12271,2025-07-23 14:38:28,47.11,2
12272,2025-07-23 20:08:35,4.99,2
12273,2025-07-23 15:07:54,36.63,5
12274,2025-07-23 15:15:08,44.91,2
12275,2025-07-23 13:05:48,14.87,2
12276,2025-07-23 08:12:16,15.57,2
12277,2025-07-23 13:12:54,30.84,3
12278,2025-07-23 15:04:56,31.04,5
12279,2025-07-23 16:23:01,36.03,2
12280,2025-07-23 12:25:20,40.72,2
12281,2025-07-23 08:30:40,34.83,5
12282,2025-07-23 18:54:30,36.23,2
12283,2025-07-23 17:29:03,45.31,5
12284,2025-07-23 13:34:22,30.54,3
12285,2025-07-23 15:58:32,45.21,5
12286,2025-07-23 13:12:40,40.62,5
12287,2025-07-23 09:57:50,25.15,3
12288,2025-07-23 18:28:47,20.36,5
12289,2025-07-23 16:19:40,45.81,3
12290,2025-07-23 15:05:15,25.65,5
12291,2025-07-23 21:33:07,5.19,5
12292,2025-07-23 08:07:06,31.44,3
12293,2025-07-23 18:21:44,47.01,3
12294,2025-07-23 14:44:25,20.26,3
12295,2025-07-23 13:57:04,35.83,5
12296,2025-07-23 19:08:17,9.78,5
12297,2025-07-23 13:01:06,25.35,3
12298,2025-07-23 07:09:50,14.67,2
12299,2025-07-23 14:19:21,20.26,2
12300,2025-07-23 20:30:55,20.36,3
12301,2025-07-23 18:02:08,31.74,2
12302,2025-07-23 17:35:00,50.40,3
12303,2025-07-23 17:22:14,24.85,3
12304,2025-07-23 14:55:10,19.66,3
12305,2025-07-23 14:08:20,45.21,2
12306,2025-07-23 17:03:39,19.36,3
12307,2025-07-23 16:41:44,4.89,2
12308,2025-07-23 15:33:36,39.92,5
12309,2025-07-23 14:15:23,44.81,5
12310,2025-07-23 14:11:29,30.44,2
12311,2025-07-23 16:56:12,39.92,2
12312,2025-07-23 16:21:44,9.78,3
12313,2025-07-23 19:40:01,49.90,2
12314,2025-07-23 17:16:01,41.22,5
12315,2025-07-23 12:32:25,10.58,5
12316,2025-07-23 13:45:38,44.51,5
12317,2025-07-23 12:24:18,15.07,5
12318,2025-07-23 12:08:43,25.55,3
12319,2025-07-23 12:35:14,4.99,3
12320,2025-07-23 17:25:50,46.41,5
12321,2025-07-23 13:45:15,14.97,5
12322,2025-07-23 09:46:35,61.38,3
12323,2025-07-23 17:25:10,31.14,2
12324,2025-07-23 14:21:55,20.56,2
12325,2025-07-23 18:54:19,9.78,2
12326,2025-07-23 20:40:10,19.26,2
12327,2025-07-23 19:26:27,25.75,2
12328,2025-07-23 12:49:03,62.18,2
12329,2025-07-23 12:56:08,4.89,2
12330,2025-07-23 13:44:12,29.84,3
12331,2025-07-23 19:21:11,50.80,3
12332,2025-07-23 11:10:51,24.95,5
12333,2025-07-23 15:11:56,50.20,2
12334,2025-07-23 11:29:02,40.62,3
12335,2025-07-23 12:23:23,5.49,5
12336,2025-07-23 09:58:56,30.04,5
12337,2025-07-23 20:13:17,25.45,3
12338,2025-07-23 20:05:04,15.87,2
12339,2025-07-23 14:16:56,45.21,5
12340,2025-07-23 12:36:21,4.99,3
12341,2025-07-23 16:10:48,30.24,2
12342,2025-07-23 16:34:45,26.25,3
12343,2025-07-23 10:40:49,4.99,3
12344,2025-07-23 13:32:07,15.37,3
12345,2025-07-23 09:39:07,56.49,2
12346,2025-07-23 21:26:17,36.63,3
12347,2025-07-23 16:11:57,30.64,3
12348,2025-07-23 17:18:11,20.66,5
12349,2025-07-23 16:32:28,9.98,2
12350,2025-07-23 12:46:13,9.88,3
12351,2025-07-23 11:58:39,50.40,5
12352,2025-07-23 15:31:23,29.74,5
12353,2025-07-23 15:07:23,45.91,2
12354,2025-07-23 19:03:29,52.00,3
12355,2025-07-23 18:16:23,4.89,5
12356,2025-07-23 09:33:14,10.38,3
12357,2025-07-23 14:36:11,53.49,5
12358,2025-07-23 19:03:21,56.59,3
12359,2025-07-23 18:35:10,24.45,3
12360,2025-07-23 12:12:04,49.80,2
12361,2025-07-23 17:05:08,35.73,3
12362,2025-07-23 13:19:57,34.43,2
12363,2025-07-23 17:34:40,24.55,5
12364,2025-07-23 18:24:10,40.42,3
12365,2025-07-23 11:03:52,40.52,5
12366,2025-07-23 08:17:40,45.51,3
12367,2025-07-23 03:26:47,25.65,5
12368,2025-07-23 16:07:46,15.07,2
12369,2025-07-23 13:55:38,10.28,5
12370,2025-07-23 13:47:28,71.86,3
12371,2025-07-23 16:56:51,34.23,2
12372,2025-07-23 18:50:04,9.78,5
12373,2025-07-23 19:38:44,55.29,5
12374,2025-07-23 06:21:00,51.70,3
12375,2025-07-23 09:49:17,10.38,3
12376,2025-07-23 09:37:00,24.65,2
12377,2025-07-23 09:10:20,24.65,2
12378,2025-07-23 10:12:05,65.77,3
12379,2025-07-23 07:58:16,35.53,2
12380,2025-07-23 11:30:10,9.98,5
12381,2025-07-23 20:39:34,15.37,3
12382,2025-07-23 18:55:32,45.01,2
12383,2025-07-23 16:07:59,4.79,2
12384,2025-07-23 08:25:56,36.13,2
12385,2025-07-23 12:44:39,39.32,5
12386,2025-07-23 12:23:02,60.58,3
12387,2025-07-23 16:48:24,46.81,5
12388,2025-07-23 16:40:48,19.66,3
12389,2025-07-23 14:16:10,46.01,2
12390,2025-07-23 20:41:04,44.31,3
12391,2025-07-23 09:53:17,34.63,2
12392,2025-07-23 12:00:41,25.65,3
12393,2025-07-23 11:31:10,10.58,2
12394,2025-07-23 17:34:58,29.04,3
12395,2025-07-23 08:22:37,19.66,3
12396,2025-07-23 10:45:59,35.53,3
12397,2025-07-23 17:45:55,26.15,5
12398,2025-07-23 12:20:42,14.67,3
12399,2025-07-23 17:13:57,46.01,3
12400,2025-07-23 17:38:32,29.94,2
12401,2025-07-23 16:01:21,24.75,3
12402,2025-07-24 16:34:54,25.65,2
12403,2025-07-24 13:27:01,24.65,3
12404,2025-07-24 12:40:06,26.45,2
12405,2025-07-24 13:13:38,14.67,3
12406,2025-07-24 17:34:06,30.54,3
12407,2025-07-24 01:17:52,21.96,2
12408,2025-07-24 15:15:21,24.35,3
12409,2025-07-24 17:55:08,35.73,5
12410,2025-07-24 13:35:40,14.97,3
12411,2025-07-24 16:24:27,25.85,5
12412,2025-07-24 04:39:26,40.82,2
12413,2025-07-24 13:43:29,65.77,3
12414,2025-07-24 04:31:20,39.62,2
12415,2025-07-24 18:05:03,41.52,2
12416,2025-07-24 14:08:24,31.24,2
12417,2025-07-24 17:24:19,33.93,5
12418,2025-07-24 12:06:33,30.14,2
12419,2025-07-24 19:08:54,5.29,3
12420,2025-07-24 13:18:03,26.55,5
12421,2025-07-24 13:50:38,36.13,5
12422,2025-07-24 12:25:23,19.96,2
12423,2025-07-24 12:51:17,54.99,5
12424,2025-07-24 12:49:29,60.48,5
12425,2025-07-24 20:21:02,39.52,3
12426,2025-07-24 17:26:58,30.74,5
12427,2025-07-24 20:49:49,35.83,3
12428,2025-07-24 14:14:31,29.84,3
12429,2025-07-24 15:47:51,21.46,5
12430,2025-07-24 13:58:47,19.96,2
12431,2025-07-24 12:10:10,9.78,3
12432,2025-07-24 20:47:35,55.59,3
12433,2025-07-24 13:50:37,55.79,5
12434,2025-07-24 07:42:31,5.29,3
12435,2025-07-24 18:54:10,40.52,3
12436,2025-07-24 16:40:58,24.65,2
12437,2025-07-24 16:36:43,19.56,3
12438,2025-07-24 12:10:13,55.19,5
12439,2025-07-24 13:16:43,30.54,5
12440,2025-07-24 20:36:39,51.30,2
12441,2025-07-24 10:52:14,36.33,5
12442,2025-07-24 15:17:02,26.25,3
12443,2025-07-24 00:35:16,15.87,2
12444,2025-07-24 13:45:05,20.36,2
12445,2025-07-24 12:26:36,32.04,5
12446,2025-07-24 12:56:20,29.74,2
12447,2025-07-24 19:34:21,35.83,2
12448,2025-07-24 17:12:43,29.64,5
12449,2025-07-24 19:24:45,19.66,2
12450,2025-07-24 12:39:18,48.90,3
12451,2025-07-24 08:08:46,40.82,3
12452,2025-07-24 18:01:17,29.64,2
12453,2025-07-24 14:09:01,14.67,3
12454,2025-07-24 18:13:16,20.36,3
12455,2025-07-24 09:33:38,67.17,3
12456,2025-07-24 15:12:28,40.62,2
12457,2025-07-24 15:41:24,4.89,3
12458,2025-07-24 23:57:53,35.53,2
12459,2025-07-24 17:44:32,47.11,2
12460,2025-07-24 12:45:39,14.97,2
12461,2025-07-24 14:51:56,10.98,3
12462,2025-07-24 07:15:12,24.55,5
12463,2025-07-24 18:14:03,29.34,5
12464,2025-07-24 18:18:18,46.41,2
12465,2025-07-24 15:19:15,4.89,3
12466,2025-07-24 16:55:27,15.47,2
12467,2025-07-24 17:43:01,61.08,5
12468,2025-07-24 16:12:05,26.05,2
12469,2025-07-24 14:35:34,41.22,2
12470,2025-07-24 17:43:58,56.39,2
12471,2025-07-24 06:15:59,41.62,3
12472,2025-07-24 14:46:59,30.64,3
12473,2025-07-24 14:29:50,20.96,3
12474,2025-07-24 14:54:26,36.23,3
12475,2025-07-24 18:29:24,35.53,3
12476,2025-07-24 13:19:21,24.95,5
12477,2025-07-24 19:13:16,45.71,5
12478,2025-07-24 09:21:51,5.29,5
12479,2025-07-24 12:22:49,51.80,5
12480,2025-07-24 17:06:57,16.47,2
12481,2025-07-24 10:39:13,10.48,5
12482,2025-07-24 12:13:15,10.58,2
12483,2025-07-24 15:46:48,40.42,2
12484,2025-07-24 11:15:12,62.28,5
12485,2025-07-24 20:05:13,52.40,3
12486,2025-07-24 17:04:19,15.57,5
12487,2025-07-24 15:21:47,21.36,2
12488,2025-07-24 14:09:24,30.24,3
12489,2025-07-24 04:08:51,46.81,3
12490,2025-07-24 04:28:18,20.06,5
12491,2025-07-24 09:40:07,10.48,5
12492,2025-07-24 18:19:52,41.52,5
12493,2025-07-24 14:10:06,24.85,3
12494,2025-07-24 21:35:15,4.89,5
12495,2025-07-24 21:42:08,56.59,3
12496,2025-07-24 17:53:57,15.87,5
12497,2025-07-24 14:03:11,46.21,5
12498,2025-07-24 12:27:36,36.53,3
12499,2025-07-24 18:58:10,14.97,3
12500,2025-07-24 10:02:10,19.86,2
12501,2025-07-24 17:49:23,48.60,5
12502,2025-07-24 16:29:29,20.06,2
12503,2025-07-24 10:34:11,34.43,5
12504,2025-07-24 12:49:35,14.97,5
12505,2025-07-24 19:37:42,15.57,5
12506,2025-07-24 16:19:53,5.29,5
12507,2025-07-24 13:05:24,10.58,5
12508,2025-07-24 17:39:37,19.96,2
12509,2025-07-24 18:44:37,15.47,3
12510,2025-07-24 12:52:25,5.29,5
12511,2025-07-24 23:19:27,41.92,3
12512,2025-07-24 18:09:15,41.62,5
12513,2025-07-24 01:16:04,40.12,3
12514,2025-07-24 10:55:09,49.30,5
12515,2025-07-24 15:31:34,15.27,3
12516,2025-07-24 12:31:56,35.13,2
12517,2025-07-24 18:32:37,62.98,3
12518,2025-07-24 18:38:43,10.58,3
12519,2025-07-24 18:07:57,36.03,5
12520,2025-07-24 12:28:02,5.19,5
12521,2025-07-24 20:43:48,36.33,2
12522,2025-07-24 13:09:48,59.38,5
12523,2025-07-24 20:57:02,44.91,5
12524,2025-07-24 10:32:44,10.58,2
12525,2025-07-24 08:44:19,20.96,5
12526,2025-07-24 09:30:57,30.64,5
12527,2025-07-24 06:40:31,25.55,2
12528,2025-07-24 12:54:27,9.98,2
12529,2025-07-24 17:06:26,15.87,2
12530,2025-07-24 11:19:00,35.33,5
12531,2025-07-24 14:39:08,16.47,5
12532,2025-07-24 18:24:56,5.09,3
12533,2025-07-24 13:20:53,30.04,2
12534,2025-07-24 14:18:41,19.46,2
12535,2025-07-24 17:45:58,9.98,5
12536,2025-07-24 19:55:08,29.14,5
12537,2025-07-24 18:31:43,5.49,5
12538,2025-07-24 12:05:22,51.30,5
12539,2025-07-24 07:58:56,26.25,3
12540,2025-07-24 15:32:04,31.04,3
12541,2025-07-24 13:29:07,57.39,5
12542,2025-07-24 12:53:26,51.00,5
12543,2025-07-24 13:55:26,10.28,3
12544,2025-07-24 15:37:57,39.52,3
12545,2025-07-24 21:36:15,31.14,3
12546,2025-07-24 20:15:24,20.16,3
12547,2025-07-24 13:00:21,40.22,5
12548,2025-07-24 19:20:07,41.12,5
12549,2025-07-24 13:55:58,5.09,2
12550,2025-07-24 11:37:21,34.83,3
12551,2025-07-24 21:11:08,20.36,3
12552,2025-07-24 19:59:04,41.72,5
12553,2025-07-24 10:25:38,15.47,3
12554,2025-07-24 08:08:05,20.66,2
12555,2025-07-24 16:27:57,39.82,5
12556,2025-07-24 14:47:57,41.42,3
12557,2025-07-24 15:48:44,29.44,3
12558,2025-07-24 15:35:19,15.87,5
12559,2025-07-24 14:48:52,30.54,5
12560,2025-07-24 16:26:47,40.22,2
12561,2025-07-24 09:27:59,56.69,2
12562,2025-07-24 08:10:31,9.78,5
12563,2025-07-24 07:45:13,34.53,3
12564,2025-07-24 15:53:11,55.19,2
12565,2025-07-24 18:52:36,9.78,5
12566,2025-07-24 09:16:08,30.54,2
12567,2025-07-24 01:07:08,31.84,3
12568,2025-07-24 12:37:58,31.74,5
12569,2025-07-24 18:07:31,50.00,3
12570,2025-07-24 11:06:48,9.98,5
12571,2025-07-24 09:52:32,4.89,3
12572,2025-07-24 12:43:41,26.15,2
12573,2025-07-24 19:23:42,14.97,3
12574,2025-07-24 11:24:00,29.34,3
12575,2025-07-24 18:11:12,10.48,2
12576,2025-07-24 13:22:26,40.32,3
12577,2025-07-24 11:47:22,34.63,3
12578,2025-07-24 14:25:39,51.30,5
12579,2025-07-24 12:49:38,4.99,5
12580,2025-07-24 12:04:00,25.65,3
12581,2025-07-24 19:53:45,50.70,2
12582,2025-07-24 11:47:10,31.54,3
12583,2025-07-24 11:13:48,9.78,2
12584,2025-07-24 12:33:11,40.92,5
12585,2025-07-24 13:55:44,56.59,3
12586,2025-07-24 11:50:20,5.49,2
12587,2025-07-24 17:14:50,15.27,3
12588,2025-07-24 19:05:07,68.87,5
12589,2025-07-24 14:48:09,10.28,2
12590,2025-07-24 21:53:34,24.85,2
12591,2025-07-24 17:27:54,14.97,5
12592,2025-07-24 17:37:21,10.38,5
12593,2025-07-24 17:26:08,14.67,5
12594,2025-07-24 08:21:12,24.95,5
12595,2025-07-24 21:55:04,9.98,5
12596,2025-07-25 09:31:50,35.83,5
12597,2025-07-25 06:13:40,34.63,3
12598,2025-07-25 13:25:14,9.98,3
12599,2025-07-25 16:39:19,9.78,3
12600,2025-07-25 10:04:41,19.76,2
12601,2025-07-25 10:54:20,41.32,5
12602,2025-07-25 14:21:00,51.20,2
12603,2025-07-25 11:43:31,31.14,5
12604,2025-07-25 07:11:42,20.76,5
12605,2025-07-25 16:01:53,30.24,2
12606,2025-07-25 14:13:22,31.74,5
12607,2025-07-25 17:42:47,37.13,2
12608,2025-07-25 17:09:45,35.93,3
12609,2025-07-25 17:08:54,14.67,5
12610,2025-07-25 14:44:21,44.81,3
12611,2025-07-25 14:06:37,15.17,5
12612,2025-07-25 13:52:51,60.38,5
12613,2025-07-25 12:23:25,25.25,5
12614,2025-07-25 14:03:29,9.78,2
12615,2025-07-25 09:54:49,34.73,3
12616,2025-07-25 12:18:54,20.56,5
12617,2025-07-25 12:34:38,10.58,2
12618,2025-07-25 14:10:51,30.94,5
12619,2025-07-25 16:32:15,31.34,5
12620,2025-07-25 14:10:58,59.38,2
12621,2025-07-25 19:04:20,4.99,2
12622,2025-07-25 12:29:28,54.79,3
12623,2025-07-25 13:36:05,21.06,2
12624,2025-07-25 13:05:26,14.97,3
12625,2025-07-25 13:53:22,25.35,2
12626,2025-07-25 14:10:08,30.94,5
12627,2025-07-25 20:48:24,51.00,2
12628,2025-07-25 19:41:20,44.21,5
12629,2025-07-25 12:59:36,34.53,5
12630,2025-07-25 18:56:54,14.67,2
12631,2025-07-25 15:35:54,54.49,3
12632,2025-07-25 15:18:12,35.53,5
12633,2025-07-25 19:52:16,44.81,5
12634,2025-07-25 19:29:30,40.12,3
12635,2025-07-25 19:04:46,40.32,2
12636,2025-07-25 19:34:54,19.86,3
12637,2025-07-25 13:21:01,19.96,5
12638,2025-07-25 20:58:02,15.67,5
12639,2025-07-25 19:54:05,24.85,5
12640,2025-07-25 13:22:46,39.62,3
12641,2025-07-25 17:32:12,10.18,2
12642,2025-07-25 20:36:44,54.69,5
12643,2025-07-25 21:50:48,4.99,3
12644,2025-07-25 21:48:37,30.44,2
12645,2025-07-25 13:00:59,41.12,2
12646,2025-07-25 15:18:05,26.45,2
12647,2025-07-25 16:01:26,9.98,3
12648,2025-07-25 09:49:20,9.98,5
12649,2025-07-25 11:02:45,9.98,5
12650,2025-07-25 14:02:59,10.58,3
12651,2025-07-25 10:42:08,41.22,2
12652,2025-07-25 19:57:14,34.83,5
12653,2025-07-25 17:35:35,50.00,2
12654,2025-07-25 20:10:00,19.76,5
12655,2025-07-25 16:25:54,44.31,3
12656,2025-07-25 13:14:28,41.22,2
12657,2025-07-25 20:12:41,51.20,3
12658,2025-07-25 11:49:16,10.38,5
12659,2025-07-25 11:57:24,5.29,3
12660,2025-07-25 13:00:29,14.77,5
12661,2025-07-25 09:40:44,20.26,2
12662,2025-07-25 13:42:54,25.05,3
12663,2025-07-25 14:18:53,45.11,2
12664,2025-07-25 16:31:30,9.58,2
12665,2025-07-25 12:25:52,31.44,3
12666,2025-07-25 11:15:04,4.89,3
12667,2025-07-25 12:38:00,10.38,5
12668,2025-07-25 20:21:17,19.56,3
12669,2025-07-25 19:41:34,55.49,3
12670,2025-07-25 18:15:45,4.79,5
12671,2025-07-25 07:22:33,50.40,5
12672,2025-07-25 13:07:03,5.19,2
12673,2025-07-25 12:06:08,21.16,5
12674,2025-07-25 18:27:53,46.01,3
12675,2025-07-25 10:17:31,24.55,5
12676,2025-07-25 19:43:02,35.93,5
12677,2025-07-25 12:03:19,14.67,2
12678,2025-07-25 19:49:18,55.19,3
12679,2025-07-25 09:20:38,20.76,3
12680,2025-07-25 18:00:02,46.11,2
12681,2025-07-25 08:37:42,55.39,2
12682,2025-07-25 21:59:02,9.78,3
12683,2025-07-25 11:32:20,58.78,3
12684,2025-07-25 13:58:48,30.64,5
12685,2025-07-25 11:19:46,30.54,3
12686,2025-07-25 12:54:25,14.67,5
12687,2025-07-25 11:36:40,40.32,2
12688,2025-07-25 15:17:06,40.52,2
12689,2025-07-25 09:33:20,41.92,5
12690,2025-07-25 13:04:33,10.78,2
12691,2025-07-25 10:12:00,40.22,3
12692,2025-07-25 12:59:42,30.54,5
12693,2025-07-25 16:41:50,35.83,5
12694,2025-07-25 10:40:04,26.45,2
12695,2025-07-25 09:57:37,15.87,5
12696,2025-07-25 07:48:22,36.53,5
12697,2025-07-25 12:47:00,43.71,5
12698,2025-07-25 12:42:36,19.96,3
12699,2025-07-25 08:11:20,44.81,5
12700,2025-07-25 14:39:47,34.43,5
