id,order_id,quantity,price_charged,menu_item_id
55542,18585,1,4.89,11
55543,18586,2,5.29,14
55544,18586,2,4.89,12
55545,18586,3,5.09,15
55546,18587,1,5.29,13
55547,18587,2,5.09,15
55548,18588,2,5.19,8
55549,18588,3,5.29,13
55550,18589,1,4.89,7
55551,18590,1,4.99,16
55552,18590,2,4.99,3
55553,18591,2,5.49,5
55554,18592,3,4.89,7
55555,18592,1,5.29,13
55556,18592,2,4.89,12
55557,18592,1,5.19,8
55558,18592,3,4.89,7
55559,18593,1,4.89,11
55560,18593,3,4.89,7
55561,18593,3,4.99,3
55562,18593,1,4.89,12
55563,18594,3,5.09,15
55564,18594,3,4.89,11
55565,18594,2,5.19,4
55566,18594,1,4.99,16
55567,18594,2,4.89,7
55568,18595,2,4.99,9
55569,18595,2,5.29,2
55570,18595,1,5.29,14
55571,18596,3,4.99,16
55572,18596,3,4.89,7
55573,18596,1,5.29,2
55574,18596,3,5.49,5
55575,18597,2,4.89,7
55576,18598,2,4.89,7
55577,18598,3,4.99,3
55578,18598,3,4.89,12
55579,18599,2,5.19,4
55580,18599,1,4.89,12
55581,18599,2,4.89,12
55582,18600,2,5.19,4
55583,18600,3,4.99,3
55584,18601,2,4.89,11
55585,18601,3,5.29,2
55586,18601,3,5.19,4
55587,18601,2,5.19,8
55588,18602,2,4.89,6
55589,18602,2,5.29,13
55590,18602,1,4.89,6
55591,18602,1,4.89,7
55592,18602,1,5.19,4
55593,18603,2,5.19,8
55594,18603,3,4.89,6
55595,18603,3,4.89,6
55596,18603,2,4.79,1
55597,18604,3,4.99,16
55598,18604,1,4.89,6
55599,18604,2,4.99,9
55600,18605,2,5.49,5
55601,18605,1,5.29,14
55602,18606,2,4.99,10
55603,18606,2,4.99,10
55604,18606,3,4.89,11
55605,18606,3,4.99,3
55606,18607,3,5.09,15
55607,18607,3,5.29,14
55608,18608,1,4.89,6
55609,18608,3,4.99,9
55610,18608,1,5.19,8
55611,18608,2,4.89,7
55612,18608,1,4.99,3
55613,18609,3,4.99,10
55614,18609,3,4.89,12
55615,18609,3,4.99,9
55616,18609,1,5.09,15
55617,18609,3,5.09,15
55618,18610,2,4.89,7
55619,18610,2,4.89,7
55620,18610,1,5.29,14
55621,18610,3,5.19,4
55622,18610,1,5.29,14
55623,18611,2,5.29,14
55624,18611,2,4.99,9
55625,18612,2,4.89,7
55626,18613,3,5.29,14
55627,18614,1,5.19,4
55628,18614,1,4.89,12
55629,18614,3,5.29,14
55630,18615,1,5.49,5
55631,18616,1,5.29,14
55632,18616,2,4.99,3
55633,18616,3,4.79,1
55634,18616,3,5.19,4
55635,18617,3,5.29,14
55636,18618,3,5.29,14
55637,18619,1,4.89,7
55638,18619,2,5.29,14
55639,18619,2,5.29,14
55640,18620,1,5.29,2
55641,18620,3,4.99,3
55642,18621,2,4.89,11
55643,18621,1,5.19,8
55644,18621,2,4.99,16
55645,18622,3,4.99,9
55646,18622,2,4.99,3
55647,18622,2,5.09,15
55648,18622,1,4.99,3
55649,18623,3,5.29,14
55650,18624,2,5.29,14
55651,18624,3,5.49,5
55652,18624,2,5.19,4
55653,18624,2,5.29,13
55654,18625,1,5.19,8
55655,18625,1,5.19,8
55656,18625,3,4.79,1
55657,18625,1,5.49,5
55658,18625,2,5.29,13
55659,18626,3,5.29,13
55660,18626,1,5.19,8
55661,18626,2,4.99,10
55662,18626,3,5.29,14
55663,18626,3,4.89,7
55664,18627,1,4.99,9
55665,18627,3,5.49,5
55666,18627,3,4.99,3
55667,18627,3,4.79,1
55668,18628,1,5.29,13
55669,18628,2,4.79,1
55670,18628,1,5.29,13
55671,18628,1,5.09,15
55672,18629,2,5.29,14
55673,18629,2,4.99,16
55674,18629,1,4.99,10
55675,18630,2,4.99,3
55676,18630,1,4.89,7
55677,18630,2,4.99,16
55678,18631,1,4.89,7
55679,18631,1,4.79,1
55680,18631,2,4.89,6
55681,18631,2,4.89,6
55682,18632,1,4.89,11
55683,18633,3,4.99,10
55684,18633,2,5.19,4
55685,18633,2,4.89,6
55686,18634,1,4.99,16
55687,18634,3,4.89,6
55688,18634,1,5.29,2
55689,18634,1,5.29,2
55690,18634,2,4.99,10
55691,18635,3,5.29,2
55692,18635,2,5.09,15
55693,18635,1,4.99,10
55694,18636,2,4.99,9
55695,18637,2,4.99,3
55696,18638,2,5.19,8
55697,18638,2,5.09,15
55698,18638,2,4.89,7
55699,18638,1,5.29,14
55700,18639,2,4.79,1
55701,18639,2,4.99,10
55702,18639,2,4.89,7
55703,18639,1,4.99,16
55704,18640,3,4.99,10
55705,18640,3,4.89,7
55706,18640,3,4.89,12
55707,18641,3,5.49,5
55708,18641,1,5.09,15
55709,18642,3,5.29,14
55710,18642,1,4.79,1
55711,18642,1,4.79,1
55712,18643,3,5.09,15
55713,18643,1,4.99,3
55714,18644,3,4.79,1
55715,18644,1,4.99,16
55716,18644,3,4.89,6
55717,18645,3,4.99,16
55718,18645,3,4.79,1
55719,18645,2,4.99,10
55720,18645,3,4.99,16
55721,18645,1,4.99,3
55722,18646,3,5.09,15
55723,18647,3,4.89,12
55724,18647,3,4.89,11
55725,18648,2,4.79,1
55726,18648,3,5.49,5
55727,18648,2,5.09,15
55728,18649,3,4.99,9
55729,18649,2,5.09,15
55730,18649,1,4.99,9
55731,18649,3,4.79,1
55732,18650,2,5.09,15
55733,18650,2,5.29,14
55734,18650,3,5.19,8
55735,18650,2,4.89,12
55736,18651,3,4.79,1
55737,18652,3,4.99,16
55738,18653,1,4.89,12
55739,18653,2,4.89,7
55740,18653,2,5.49,5
55741,18653,3,4.99,9
55742,18653,2,4.99,10
55743,18654,1,4.79,1
55744,18654,3,4.99,16
55745,18655,1,4.89,11
55746,18655,2,4.99,9
55747,18655,3,4.99,10
55748,18656,2,4.89,12
55749,18656,2,4.89,6
55750,18656,2,5.09,15
55751,18657,3,4.89,7
55752,18658,1,5.19,8
55753,18658,2,5.29,2
55754,18658,3,4.99,16
55755,18658,3,4.89,12
55756,18659,3,5.29,14
55757,18659,2,5.19,8
55758,18659,3,4.89,6
55759,18659,3,4.89,6
55760,18659,1,4.89,12
55761,18660,2,4.99,3
55762,18660,3,5.19,4
55763,18660,3,5.29,14
55764,18661,1,5.09,15
55765,18661,2,4.89,12
55766,18661,1,5.29,13
55767,18662,3,4.99,9
55768,18662,2,4.99,9
55769,18662,1,4.99,10
55770,18662,3,5.19,4
55771,18663,2,4.99,9
55772,18663,2,4.89,12
55773,18664,1,5.29,13
55774,18664,1,4.99,3
55775,18664,1,5.09,15
55776,18665,2,4.89,11
55777,18665,2,4.89,7
55778,18666,2,4.99,3
55779,18666,3,5.09,15
55780,18666,2,4.89,12
55781,18666,3,5.19,8
55782,18667,2,4.99,16
55783,18667,3,4.89,6
55784,18667,1,4.89,12
55785,18667,3,4.89,6
55786,18668,2,4.99,3
55787,18668,2,4.99,10
55788,18668,2,5.49,5
55789,18669,2,5.19,4
55790,18670,3,5.09,15
55791,18670,3,4.89,6
55792,18670,3,5.29,13
55793,18670,3,5.49,5
55794,18670,3,4.99,10
55795,18671,2,4.99,9
55796,18672,3,4.79,1
55797,18672,3,4.79,1
55798,18672,3,5.19,8
55799,18672,2,4.89,12
55800,18672,1,4.99,9
55801,18673,1,5.29,14
55802,18673,3,5.29,2
55803,18674,1,4.99,10
55804,18674,1,4.89,7
55805,18674,3,4.99,9
55806,18675,2,4.89,11
55807,18676,1,4.99,16
55808,18676,2,5.29,13
55809,18676,2,5.49,5
55810,18676,2,4.79,1
55811,18677,3,4.99,3
55812,18677,3,4.89,11
55813,18677,1,5.49,5
55814,18677,2,4.99,9
55815,18677,1,4.99,9
55816,18678,2,4.89,7
55817,18678,1,4.89,7
55818,18678,3,5.29,14
55819,18678,1,4.89,12
55820,18678,1,5.19,8
55821,18679,3,5.09,15
55822,18679,3,5.29,2
55823,18679,3,4.99,3
55824,18679,1,4.99,10
55825,18679,1,5.19,4
55826,18680,1,5.49,5
55827,18680,1,4.89,11
55828,18680,2,4.89,6
55829,18681,2,5.29,2
55830,18681,2,5.09,15
55831,18681,3,5.49,5
55832,18682,1,4.89,7
55833,18682,3,4.89,6
55834,18682,3,4.89,7
55835,18682,1,5.19,4
55836,18683,1,4.99,9
55837,18683,1,5.49,5
55838,18683,3,4.99,3
55839,18684,3,4.79,1
55840,18684,2,5.29,14
55841,18684,1,4.89,11
55842,18684,2,4.99,16
55843,18685,3,5.29,13
55844,18685,1,5.19,8
55845,18685,2,5.49,5
55846,18685,2,4.89,7
55847,18686,1,4.89,7
55848,18686,3,5.19,4
55849,18687,3,4.99,9
55850,18687,1,5.29,2
55851,18687,2,4.89,11
55852,18688,2,4.89,12
55853,18688,1,4.89,12
55854,18688,1,4.89,12
55855,18688,1,5.29,2
55856,18688,1,5.29,13
55857,18689,1,4.99,10
55858,18689,1,4.89,7
55859,18690,1,5.09,15
55860,18690,2,4.99,3
55861,18691,1,4.99,10
55862,18692,1,5.19,8
55863,18692,3,4.89,7
55864,18692,1,5.29,14
55865,18692,3,5.19,8
55866,18693,3,4.89,12
55867,18694,3,5.19,8
55868,18694,2,4.89,7
55869,18694,3,5.49,5
55870,18695,1,4.79,1
55871,18696,2,5.49,5
55872,18696,1,4.99,9
55873,18696,2,4.89,6
55874,18696,1,5.29,14
55875,18697,3,4.89,11
55876,18698,1,5.29,13
55877,18698,2,4.89,12
55878,18698,2,4.99,16
55879,18698,3,5.19,4
55880,18699,2,4.99,10
55881,18700,1,5.29,14
55882,18700,1,4.79,1
55883,18700,1,4.99,16
55884,18700,3,4.99,9
55885,18701,3,4.89,7
55886,18701,1,4.89,12
55887,18701,1,4.99,9
55888,18701,1,5.29,2
55889,18701,3,4.99,10
55890,18702,3,5.29,2
55891,18703,3,4.79,1
55892,18703,3,5.49,5
55893,18703,1,4.89,7
55894,18703,1,4.89,7
55895,18703,1,4.99,10
55896,18704,3,4.89,6
55897,18704,1,5.49,5
55898,18704,3,5.49,5
55899,18705,2,4.79,1
55900,18705,3,4.79,1
55901,18706,2,4.89,7
55902,18707,3,4.79,1
55903,18707,1,4.99,9
55904,18707,1,5.49,5
55905,18708,3,5.19,8
55906,18708,2,5.19,8
55907,18708,2,5.19,4
55908,18708,2,4.79,1
55909,18708,1,4.99,3
55910,18709,3,4.99,3
55911,18709,1,5.19,8
55912,18710,1,4.89,6
55913,18710,1,4.89,12
55914,18710,2,4.99,16
55915,18711,3,4.99,9
55916,18712,2,5.29,14
55917,18712,3,5.19,4
55918,18712,2,4.99,3
55919,18713,2,4.99,3
55920,18713,3,5.29,13
55921,18713,3,4.99,9
55922,18713,1,5.19,8
55923,18714,1,4.89,11
55924,18714,3,4.99,10
55925,18715,1,4.89,12
55926,18715,3,4.99,9
55927,18715,2,5.29,13
55928,18716,3,5.19,4
55929,18716,1,5.19,4
55930,18716,2,5.19,4
55931,18716,2,5.29,13
55932,18717,1,4.99,3
55933,18718,2,4.99,9
55934,18719,3,4.99,3
55935,18719,3,4.99,16
55936,18720,3,4.89,11
55937,18721,1,4.89,6
55938,18721,1,5.29,14
55939,18721,3,5.19,8
55940,18722,3,4.99,9
55941,18722,2,4.99,16
55942,18722,2,5.29,2
55943,18723,1,5.29,2
55944,18724,1,4.99,10
55945,18724,1,4.99,3
55946,18724,3,5.49,5
55947,18724,2,5.29,14
55948,18724,3,5.29,2
55949,18725,2,4.99,16
55950,18726,1,4.89,6
55951,18726,2,4.99,3
55952,18727,3,4.79,1
55953,18727,3,5.49,5
55954,18727,1,4.89,12
55955,18727,1,5.49,5
55956,18728,2,5.19,4
55957,18729,1,4.89,6
55958,18729,3,4.79,1
55959,18729,2,4.99,10
55960,18729,1,4.99,3
55961,18729,3,4.99,9
55962,18730,3,4.79,1
55963,18731,1,5.29,2
55964,18731,1,4.99,9
55965,18731,2,4.89,7
55966,18731,2,5.09,15
55967,18732,2,4.99,16
55968,18732,2,4.89,11
55969,18732,2,5.29,14
55970,18733,2,5.29,14
55971,18733,2,5.29,14
55972,18733,2,4.99,16
55973,18733,3,5.49,5
55974,18733,2,4.89,12
55975,18734,2,4.99,10
55976,18734,1,5.19,8
55977,18734,2,4.99,16
55978,18735,3,4.99,9
55979,18735,2,4.89,11
55980,18735,3,4.89,12
55981,18735,1,4.89,12
55982,18735,1,5.29,2
55983,18736,1,4.99,9
55984,18736,1,4.79,1
55985,18736,3,4.99,10
55986,18736,1,4.79,1
55987,18736,2,5.19,8
55988,18737,1,4.89,6
55989,18737,2,4.99,10
55990,18737,2,5.49,5
55991,18737,1,5.19,8
55992,18737,2,4.89,12
55993,18738,2,5.29,13
55994,18738,1,4.79,1
55995,18738,3,4.99,10
55996,18738,2,4.89,6
55997,18739,3,4.99,10
55998,18739,2,4.89,6
55999,18739,1,4.89,12
56000,18740,3,5.29,2
56001,18740,3,5.29,14
56002,18740,1,4.99,10
56003,18741,3,4.89,7
56004,18742,3,4.89,7
56005,18742,1,4.89,6
56006,18742,3,4.99,9
56007,18743,1,4.89,7
56008,18743,2,5.29,13
56009,18743,3,5.49,5
56010,18743,2,5.19,8
56011,18744,1,5.19,8
56012,18744,3,4.89,6
56013,18744,2,4.89,12
56014,18744,2,5.29,13
56015,18745,3,5.19,4
56016,18746,1,4.99,10
56017,18747,2,5.29,14
56018,18748,2,5.19,8
56019,18748,2,5.19,4
56020,18748,2,5.49,5
56021,18749,1,5.29,14
56022,18749,3,4.79,1
56023,18749,1,4.89,11
56024,18749,2,5.29,14
56025,18750,1,4.99,10
56026,18751,1,4.89,7
56027,18751,1,5.19,8
56028,18751,1,4.89,7
56029,18751,3,4.99,9
56030,18751,1,5.29,14
56031,18752,3,4.99,9
56032,18752,2,4.99,3
56033,18752,1,4.89,6
56034,18752,3,4.89,11
56035,18752,1,4.89,11
56036,18753,1,4.99,10
56037,18753,1,4.79,1
56038,18753,2,4.89,7
56039,18753,2,5.49,5
56040,18753,1,4.99,3
56041,18754,3,4.89,12
56042,18754,2,4.99,9
56043,18755,1,4.99,10
56044,18755,2,4.79,1
56045,18755,1,5.29,2
56046,18755,2,4.89,11
56047,18756,1,5.29,13
56048,18756,2,4.99,10
56049,18756,2,4.89,12
56050,18756,3,4.99,10
56051,18756,3,5.49,5
56052,18757,1,5.19,8
56053,18758,3,4.99,16
56054,18758,2,5.09,15
56055,18758,3,4.89,7
56056,18758,2,4.99,10
56057,18758,3,4.99,10
56058,18759,2,4.99,3
56059,18759,1,4.89,6
56060,18759,2,5.19,4
56061,18759,3,4.89,6
56062,18759,3,5.29,13
56063,18760,3,4.89,7
56064,18761,3,4.99,10
56065,18762,1,4.99,9
56066,18762,1,5.49,5
56067,18762,2,4.99,9
56068,18763,2,5.29,2
56069,18764,2,5.49,5
56070,18764,3,5.19,4
56071,18764,2,4.89,12
56072,18764,2,4.89,6
56073,18765,1,4.99,16
56074,18765,3,5.29,14
56075,18765,1,5.19,4
56076,18765,1,4.99,16
56077,18765,2,4.89,11
56078,18766,3,4.89,6
56079,18766,2,5.09,15
56080,18767,1,4.99,10
56081,18767,2,5.49,5
56082,18767,2,4.89,11
56083,18768,2,5.19,8
56084,18768,2,4.89,11
56085,18768,3,4.99,9
56086,18768,2,4.99,3
56087,18769,1,4.99,10
56088,18769,3,5.09,15
56089,18769,2,5.29,13
56090,18770,2,5.29,13
56091,18770,1,4.99,9
56092,18770,1,4.99,3
56093,18771,1,4.99,9
56094,18772,3,4.89,11
56095,18772,1,4.89,11
56096,18772,2,5.29,13
56097,18773,2,4.89,11
56098,18773,2,5.49,5
56099,18774,3,4.99,3
56100,18774,2,4.99,16
56101,18774,2,4.99,16
56102,18775,1,4.79,1
56103,18775,1,4.89,12
56104,18775,2,5.29,2
56105,18776,3,4.89,12
56106,18776,1,4.99,3
56107,18777,3,5.19,8
56108,18777,2,5.09,15
56109,18778,3,4.99,10
56110,18778,3,5.29,2
56111,18778,2,4.99,10
56112,18778,3,5.09,15
56113,18778,1,5.29,14
56114,18779,1,4.99,9
56115,18779,2,4.99,16
56116,18779,1,4.99,3
56117,18780,1,5.19,8
56118,18781,2,4.99,16
56119,18781,1,5.09,15
56120,18781,1,4.99,10
56121,18782,3,4.89,6
56122,18782,2,5.29,14
56123,18782,1,4.99,16
56124,18782,2,4.89,7
56125,18783,3,4.99,16
56126,18784,3,5.19,4
56127,18784,3,5.09,15
56128,18784,3,4.89,6
56129,18785,3,4.79,1
56130,18785,1,4.89,6
56131,18785,3,5.49,5
56132,18785,2,5.09,15
56133,18785,2,5.19,8
56134,18786,3,4.99,16
56135,18786,2,4.99,10
56136,18786,3,4.99,3
56137,18787,1,5.19,8
56138,18787,2,4.89,7
56139,18787,2,5.29,2
56140,18788,2,4.89,7
56141,18788,3,5.19,4
56142,18788,1,4.99,3
56143,18788,3,4.99,10
56144,18788,3,5.29,14
56145,18789,1,5.19,4
56146,18789,1,5.09,15
56147,18789,2,4.89,7
56148,18790,3,5.49,5
56149,18790,2,4.99,10
56150,18790,2,4.99,16
56151,18790,3,4.99,10
56152,18790,1,4.89,7
56153,18791,2,4.99,10
56154,18791,3,5.29,2
56155,18791,1,4.89,12
56156,18791,3,5.19,8
56157,18792,1,5.49,5
56158,18792,3,4.99,10
56159,18793,1,4.99,3
56160,18793,3,5.49,5
56161,18794,2,4.89,12
56162,18795,1,5.19,4
56163,18796,2,5.19,8
56164,18796,3,4.99,3
56165,18796,1,5.29,2
56166,18797,3,4.99,10
56167,18798,2,4.99,3
56168,18798,1,5.09,15
56169,18798,2,5.09,15
56170,18798,1,5.29,14
56171,18799,3,5.29,13
56172,18799,2,4.99,3
56173,18799,1,4.79,1
56174,18799,1,4.89,6
56175,18799,1,5.29,14
56176,18800,2,5.19,4
56177,18800,2,5.29,2
56178,18800,1,5.09,15
56179,18800,2,4.99,10
56180,18801,1,5.29,2
56181,18801,2,5.29,13
56182,18801,1,4.79,1
56183,18801,2,4.89,7
56184,18802,1,4.99,9
56185,18803,3,4.89,12
56186,18803,3,5.29,13
56187,18803,2,4.99,3
56188,18804,1,4.99,9
56189,18804,3,4.89,7
56190,18804,2,4.79,1
56191,18804,2,5.19,8
56192,18804,3,4.99,9
56193,18805,2,4.89,6
56194,18805,2,4.89,11
56195,18805,3,5.49,5
56196,18805,1,5.29,13
56197,18806,3,5.49,5
56198,18806,3,4.89,7
56199,18806,2,5.29,2
56200,18807,2,5.19,4
56201,18807,1,5.49,5
56202,18807,1,5.09,15
56203,18807,1,5.29,13
56204,18808,1,4.89,12
56205,18808,3,4.79,1
56206,18808,1,4.89,7
56207,18808,3,5.19,4
56208,18809,3,4.99,16
56209,18810,2,4.79,1
56210,18811,1,4.89,7
56211,18811,2,5.19,4
56212,18811,3,4.99,16
56213,18811,3,4.89,12
56214,18811,3,4.79,1
56215,18812,2,5.19,8
56216,18812,1,4.79,1
56217,18813,2,5.09,15
56218,18813,2,5.19,4
56219,18813,3,4.89,12
56220,18814,2,5.19,8
56221,18814,1,5.09,15
56222,18814,3,4.89,11
56223,18815,1,4.89,6
56224,18816,3,5.49,5
56225,18816,3,5.29,14
56226,18816,3,5.09,15
56227,18817,1,5.19,4
56228,18817,2,4.99,3
56229,18818,2,5.29,2
56230,18818,3,4.99,9
56231,18818,3,5.29,2
56232,18818,2,4.99,3
56233,18818,2,5.29,13
56234,18819,3,4.79,1
56235,18819,1,5.19,4
56236,18819,3,4.89,11
56237,18819,1,5.19,8
56238,18819,2,4.99,3
56239,18820,1,5.19,8
56240,18820,1,4.99,16
56241,18820,1,4.99,16
56242,18821,3,4.89,11
56243,18821,1,5.19,8
56244,18821,3,4.99,3
56245,18822,3,5.29,2
56246,18822,1,5.19,8
56247,18822,2,4.99,10
56248,18822,1,4.99,9
56249,18823,3,4.89,6
56250,18823,3,5.49,5
56251,18824,2,4.89,6
56252,18824,2,4.99,10
56253,18824,3,5.29,2
56254,18824,3,4.89,6
56255,18824,3,4.79,1
56256,18825,2,5.29,2
56257,18826,1,5.29,13
56258,18827,2,4.99,16
56259,18827,1,4.89,11
56260,18827,2,5.29,14
56261,18827,2,5.29,2
56262,18828,2,4.99,9
56263,18828,3,5.49,5
56264,18828,3,5.29,14
56265,18828,1,4.99,10
56266,18829,3,4.89,12
56267,18829,3,4.89,7
56268,18829,3,4.79,1
56269,18829,1,4.89,11
56270,18830,2,5.19,8
56271,18831,2,4.99,3
56272,18831,3,5.19,8
56273,18831,3,4.99,3
56274,18832,3,5.29,13
56275,18832,1,5.09,15
56276,18832,2,5.09,15
56277,18832,2,4.99,16
56278,18833,3,4.99,9
56279,18833,1,4.79,1
56280,18833,3,4.89,7
56281,18834,3,5.19,4
56282,18834,2,4.89,6
56283,18835,3,4.99,10
56284,18835,2,5.19,4
56285,18835,1,4.89,11
56286,18835,2,4.79,1
56287,18836,3,5.29,2
56288,18836,1,4.99,16
56289,18836,3,5.09,15
56290,18836,1,4.89,11
56291,18837,2,4.89,7
56292,18837,3,4.99,16
56293,18838,2,5.49,5
56294,18838,2,5.29,13
56295,18838,1,4.99,16
56296,18838,2,5.09,15
56297,18839,1,5.29,14
56298,18839,1,4.99,10
56299,18840,2,4.89,11
56300,18840,3,4.99,3
56301,18840,1,5.29,14
56302,18841,2,5.49,5
56303,18841,1,5.19,4
56304,18841,1,4.89,11
56305,18841,3,4.89,6
56306,18842,1,4.99,3
56307,18842,2,4.79,1
56308,18842,2,4.79,1
56309,18843,2,5.09,15
56310,18843,1,4.99,9
56311,18843,1,4.99,9
56312,18843,2,5.19,4
56313,18844,3,4.99,16
56314,18845,3,5.19,4
56315,18845,1,4.89,11
56316,18845,3,4.99,10
56317,18845,1,5.19,8
56318,18846,1,4.79,1
56319,18846,1,4.99,3
56320,18846,2,5.29,14
56321,18846,3,4.99,16
56322,18846,3,4.99,10
56323,18847,2,5.19,4
56324,18847,3,5.09,15
56325,18848,1,5.29,14
56326,18848,2,5.09,15
56327,18848,2,4.99,10
56328,18848,3,4.99,10
56329,18848,1,4.89,7
56330,18849,1,5.29,13
56331,18850,3,5.29,13
56332,18850,1,4.99,3
56333,18850,1,5.29,14
56334,18851,1,5.29,13
56335,18851,1,4.99,16
56336,18851,2,5.19,4
56337,18851,2,4.89,7
56338,18851,2,4.99,9
56339,18852,1,5.49,5
56340,18852,1,4.79,1
56341,18852,1,5.29,13
56342,18853,1,5.49,5
56343,18853,1,4.99,10
56344,18853,1,4.89,11
56345,18853,3,5.29,14
56346,18854,1,5.49,5
56347,18855,2,4.79,1
56348,18855,3,4.99,16
56349,18856,2,4.99,16
56350,18856,2,4.89,6
56351,18856,2,4.79,1
56352,18856,2,5.49,5
56353,18856,2,4.99,9
56354,18857,3,4.89,7
56355,18857,3,4.99,9
56356,18858,1,4.99,9
56357,18858,3,4.99,10
56358,18858,3,5.29,14
56359,18858,1,5.29,2
56360,18858,2,5.49,5
56361,18859,1,4.99,3
56362,18859,3,4.89,12
56363,18860,3,4.89,12
56364,18860,1,5.29,14
56365,18860,2,5.09,15
56366,18860,2,5.29,13
56367,18861,2,5.09,15
56368,18862,3,4.99,3
56369,18863,3,4.89,12
56370,18863,2,5.09,15
56371,18864,2,4.99,9
56372,18864,3,5.09,15
56373,18864,1,4.79,1
56374,18864,1,4.89,7
56375,18864,3,4.99,10
56376,18865,2,4.99,9
56377,18865,3,5.49,5
56378,18865,3,4.99,16
56379,18866,3,4.99,10
56380,18867,1,5.09,15
56381,18867,3,4.99,10
56382,18867,1,5.19,4
56383,18867,1,5.49,5
56384,18867,1,4.89,7
56385,18868,3,5.19,8
56386,18869,1,4.99,10
56387,18870,2,5.29,14
56388,18871,3,4.99,16
56389,18871,2,4.99,16
56390,18872,2,4.89,7
56391,18873,3,4.89,6
56392,18873,2,4.89,11
56393,18873,1,4.89,11
56394,18873,3,4.89,6
56395,18874,1,5.19,8
56396,18874,3,5.29,14
56397,18874,3,4.89,7
56398,18874,3,5.49,5
56399,18874,1,4.89,12
56400,18875,3,5.29,14
56401,18875,1,5.19,4
56402,18875,3,5.19,8
56403,18876,2,4.89,11
56404,18876,2,4.99,9
56405,18876,1,4.89,6
56406,18877,1,4.89,11
56407,18877,1,4.99,16
56408,18877,3,4.89,12
56409,18877,2,4.99,16
56410,18877,2,4.99,10
56411,18878,3,4.99,9
56412,18878,2,5.09,15
56413,18878,3,5.19,8
56414,18879,1,5.29,2
56415,18879,1,4.99,9
56416,18880,3,5.29,2
56417,18880,2,5.19,4
56418,18881,1,5.29,2
56419,18881,3,4.89,12
56420,18882,2,5.29,2
56421,18882,1,4.89,6
56422,18882,1,4.99,10
56423,18882,3,4.89,12
56424,18882,2,5.19,8
56425,18883,1,5.29,2
56426,18883,1,5.29,13
56427,18883,2,5.19,4
56428,18883,2,4.89,7
56429,18884,2,4.89,11
56430,18884,1,4.79,1
56431,18884,2,4.89,11
56432,18884,3,4.99,16
56433,18884,3,4.79,1
56434,18885,3,4.89,6
56435,18886,3,4.89,11
56436,18886,3,5.29,14
56437,18886,1,5.19,8
56438,18886,1,5.29,14
56439,18886,2,4.89,11
56440,18887,3,4.89,11
56441,18888,1,4.79,1
56442,18888,3,5.19,8
56443,18888,1,4.89,12
56444,18889,2,5.29,2
56445,18889,2,5.19,4
56446,18889,2,5.29,14
56447,18889,2,4.99,9
56448,18890,2,4.99,16
56449,18890,1,4.79,1
56450,18890,3,5.19,4
56451,18890,2,4.99,16
56452,18890,1,5.49,5
56453,18891,3,4.89,11
56454,18892,1,4.89,7
56455,18892,3,4.99,9
56456,18892,1,5.09,15
56457,18893,1,4.89,7
56458,18893,2,4.99,16
56459,18893,3,4.79,1
56460,18893,3,4.79,1
56461,18894,1,4.89,11
56462,18894,1,5.29,2
56463,18895,2,4.99,3
56464,18895,2,5.19,8
56465,18895,1,5.29,13
56466,18895,2,5.29,13
56467,18895,2,4.89,6
56468,18896,1,5.29,2
56469,18896,2,4.99,10
56470,18896,2,5.29,14
56471,18896,1,4.79,1
56472,18897,3,5.19,8
56473,18897,2,4.89,11
56474,18898,2,5.29,13
56475,18898,3,5.09,15
56476,18899,2,5.29,2
56477,18899,3,4.99,9
56478,18899,1,4.99,10
56479,18900,1,4.79,1
56480,18900,3,5.49,5
56481,18900,3,4.89,12
56482,18901,2,4.89,11
56483,18901,1,4.99,16
56484,18901,2,4.79,1
56485,18901,3,4.89,7
56486,18902,2,5.49,5
56487,18902,2,4.99,10
56488,18902,3,4.89,11
56489,18902,2,4.89,12
56490,18902,2,4.99,9
56491,18903,2,5.29,2
56492,18904,3,4.89,7
56493,18904,2,4.89,12
56494,18904,1,4.99,9
56495,18904,3,5.09,15
56496,18905,2,4.79,1
56497,18906,3,4.99,9
56498,18906,2,5.29,2
56499,18906,1,4.99,9
56500,18906,2,5.19,8
56501,18906,2,4.99,10
56502,18907,2,5.19,4
56503,18907,2,5.49,5
56504,18908,2,4.99,3
56505,18908,3,5.29,2
56506,18909,3,5.29,13
56507,18909,1,4.99,16
56508,18910,1,4.79,1
56509,18910,3,5.09,15
56510,18910,2,5.19,8
56511,18910,2,4.99,10
56512,18910,3,5.29,13
56513,18911,2,5.19,4
56514,18911,3,4.99,16
56515,18912,1,5.29,14
56516,18913,2,4.99,10
56517,18913,3,5.29,2
56518,18914,1,5.19,4
56519,18915,1,5.19,8
56520,18915,2,5.19,4
56521,18915,2,4.89,7
56522,18915,1,4.89,6
56523,18916,3,4.79,1
56524,18916,2,4.99,3
56525,18916,1,5.19,4
56526,18916,3,4.99,16
56527,18917,3,4.99,10
56528,18917,1,5.29,2
56529,18917,3,5.29,14
56530,18917,1,5.49,5
56531,18918,2,5.29,2
56532,18918,3,4.99,10
56533,18918,2,5.29,13
56534,18918,2,4.89,11
56535,18919,2,4.99,16
56536,18919,3,4.89,11
56537,18919,2,5.49,5
56538,18919,3,4.89,11
56539,18919,1,4.99,9
